00184	Qualcomm Innovation Center, Inc. (QuIC)
00185	Johnson Controls, Inc.
00186	Starkey Hearing Technologies
00187	S-Power Electronics Limited
00188	Ace Sensor Inc
00189	Aplix Corporation
00190	AAMP of America
00191	Stalmart Technology Limited
00192	AMICCOM Electronics Corporation
00193	Shenzhen Excelsecu Data Technology Co.,Ltd
00194	Geneq Inc.
00195	adidas AG
00196	LG Electronics
00197	Onset Computer Corporation
00198	Selfly BV
00199	Quuppa Oy.
00200	GeLo Inc
00201	Evluma
00202	MC10
00203	Binauric SE
00204	Beats Electronics
00205	Microchip Technology Inc.
00206	Eve Systems GmbH
00207	ARCHOS SA
00208	Dexcom, Inc.
00209	Polar Electro Europe B.V.
00210	Renesas Design Netherlands B.V.
00211	Taixingbang Technology (HK) Co,. LTD.
00213	Austco Communication Systems
00214	Timex Group USA, Inc.
00215	Qualcomm Technologies, Inc.
00216	Qualcomm Connected Experiences, Inc.
00217	Voyetra Turtle Beach
00218	txtr GmbH
00219	Snuza (Pty) Ltd
00220	Procter & Gamble
00221	Hosiden Corporation
00222	Muzik LLC
00223	Misfit Wearables Corp
00224	Google
00225	Danlers Ltd
00226	Semilink Inc
00227	inMusic Brands, Inc
00228	L.S. Research, Inc.
00229	Eden Software Consultants Ltd.
00231	KS Technologies
00232	ACTS Technologies
00233	Vtrack Systems
00234	Nielsen-Kellerman
00235	Server Technology Inc.
00236	BioResearch Associates
00237	Jolly Logic, LLC
00238	Above Average Outcomes, Inc.
00239	Bitsplitters GmbH
00240	PayPal, Inc.
00241	Witron Technology Limited
00242	Morse Project Inc.
00243	Kent Displays Inc.
00244	Nautilus Inc.
00245	Smartifier Oy
00247	VSN Technologies, Inc.
00248	AceUni Corp., Ltd.
00250	Crystal Alarm AB
00251	KOUKAAM a.s.
00252	Delphi Corporation
00253	ValenceTech Limited
00254	Stanley Black and Decker
00255	Typo Products, LLC
00256	TomTom International BV
00257	Fugoo, Inc.
00258	Keiser Corporation
00259	Bang & Olufsen A/S
00260	PLUS Location Systems Pty Ltd
00261	Ubiquitous Computing Technology Corporation
00262	Innovative Yachtter Solutions
00263	Demant A/S
00264	Chicony Electronics Co., Ltd.
00265	Atus BV
00266	Codegate Ltd
00267	ERi, Inc
00268	Transducers Direct, LLC
00269	DENSO TEN Limited
00270	Audi AG
00271	HiSilicon Technologies CO., LIMITED
00272	Nippon Seiki Co., Ltd.
00273	Steelseries ApS
00274	Visybl Inc.
00275	Openbrain Technologies, Co., Ltd.
00277	e.solutions
00278	10AK Technologies
00279	Wimoto Technologies Inc
00280	Radius Networks, Inc.
00282	Qualcomm Labs, Inc.
00283	Hewlett Packard Enterprise
00284	Baidu
00285	Arendi AG
00286	Skoda Auto a.s.
00287	Volkswagen AG
00288	Porsche AG
00289	Sino Wealth Electronic Ltd.
00290	AirTurn, Inc.
00291	Kinsa, Inc
00292	HID Global
00293	SEAT es
00294	Promethean Ltd.
00295	Salutica Allied Solutions
00296	GPSI Group Pty Ltd
00297	Nimble Devices Oy
00298	Changzhou Yongse Infotech Co., Ltd.
00299	SportIQ
00300	TEMEC Instruments B.V.
00301	Sony Corporation
00302	ASSA ABLOY
00303	Clarion Co. Inc.
00304	Warehouse Innovations
00305	Cypress Semiconductor
00306	MADS Inc
00307	Blue Maestro Limited
00308	Resolution Products, Ltd.
00309	Aireware LLC
00310	Silvair, Inc.
00311	Prestigio Plaza Ltd.
00312	NTEO Inc.
00313	Focus Systems Corporation
00314	Tencent Holdings Ltd.
00315	Allegion
00316	Murata Manufacturing Co., Ltd.
00317	WirelessWERX
00318	Nod, Inc.
00320	Alpine Electronics (China) Co., Ltd
00321	FedEx Services
00322	Grape Systems Inc.
00323	Bkon Connect
00324	Lintech GmbH
00325	Novatel Wireless
00326	Ciright
00327	Mighty Cast, Inc.
00328	Ambimat Electronics
00329	Perytons Ltd.
00330	Tivoli Audio, LLC
00331	Master Lock
00332	Mesh-Net Ltd
00333	HUIZHOU DESAY SV AUTOMOTIVE CO., LTD.
00334	Tangerine, Inc.
00335	B&W Group Ltd.
00336	Pioneer Corporation
00337	OnBeep
00338	Vernier Software & Technology
00339	ROL Ergo
00340	Pebble Technology
00341	NETATMO
00342	Accumulate AB
00343	Anhui Huami Information Technology Co., Ltd.
00344	Inmite s.r.o.
00345	ChefSteps, Inc.
00346	micas AG
00347	Biomedical Research Ltd.
00348	Pitius Tec S.L.
00349	Estimote, Inc.
00350	Unikey Technologies, Inc.
00351	Timer Cap Co.
00352	AwoX
00353	yikes
00354	MADSGlobalNZ Ltd.
00355	PCH International
00356	Qingdao Yeelink Information Technology Co., Ltd.
00357	Milwaukee Electric Tools
00358	MISHIK Pte Ltd
00359	Ascensia Diabetes Care US Inc.
00360	Spicebox LLC
00361	emberlight
00362	Copeland Cold Chain LP
00363	Qblinks
00364	MYSPHERA
00365	LifeScan Inc
00366	Volantic AB
00367	Podo Labs, Inc
00368	Roche Diabetes Care AG
00369	Amazon.com Services LLC
00370	Connovate Technology Private Limited
00371	Kocomojo, LLC
00372	Everykey Inc.
00373	Dynamic Controls
00374	SentriLock
00375	I-SYST inc.
00376	CASIO COMPUTER CO., LTD.
00377	LAPIS Semiconductor Co.,Ltd
00378	Telemonitor, Inc.
00379	taskit GmbH
00380	Mercedes-Benz Group AG
00381	BatAndCat
00382	BluDotz Ltd
00383	XTel Wireless ApS
00384	Gigaset Technologies GmbH
00385	Gecko Health Innovations, Inc.
00387	Walt Disney
00388	Nectar
00391	Seraphim Sense Ltd
00392	Unico RBC
00393	Physical Enterprises Inc.
00394	Able Trend Technology Limited
00395	Konica Minolta, Inc.
00396	Wilo SE
00397	Extron Design Services
00398	Google LLC
00400	Intelletto Technologies Inc.
00401	FDK CORPORATION
00402	Cloudleaf, Inc
00403	Maveric Automation LLC
00404	Acoustic Stream Corporation
00405	Zuli
00406	Paxton Access Ltd
00407	WiSilica Inc.
00408	VENGIT Korlatolt Felelossegu Tarsasag
00409	SALTO SYSTEMS S.L.
00410	TRON Forum
00411	CUBETECH s.r.o.
00412	Cokiya Incorporated
00413	CVS Health
00414	Ceruus
00415	Strainstall Ltd
00416	Channel Enterprises (HK) Ltd.
00417	FIAMM
00418	GIGALANE.CO.,LTD
00420	MSA Innovation, LLC
00421	Icon Health and Fitness
00422	Wille Engineering
00423	ENERGOUS CORPORATION
00424	Taobao
00425	Canon Inc.
00426	Geophysical Technology Inc.
00427	Meta Platforms, Inc.
00428	Trividia Health, Inc.
00429	FlightSafety International
00431	Sunrise Micro Devices, Inc.
00432	Star Micronics Co., Ltd.
00433	Netizens Sp. z o.o.
00434	Nymi Inc.
00435	Nytec, Inc.
00436	Trineo Sp. z o.o.
00437	Nest Labs Inc.
00438	LM Technologies Ltd
00439	General Electric Company
00440	i+D3 S.L.
00441	HANA Micron
00442	SPIA Cycling Inc.
00443	Cochlear Bone Anchored Solutions AB
00444	SenionLab AB
00445	Syszone Co., Ltd
00446	Pulsate Mobile Ltd.
00447	Hongkong OnMicro Electronics Limited
00449	BRADATECH Corp.
00450	Transenergooil AG
00452	DME Microelectronics
00453	Bitcraze AB
00454	HASWARE Inc.
00455	Abiogenix Inc.
00456	Poly-Control ApS
00457	Avi-on
00458	Laerdal Medical AS
00459	Fetch My Pet
00460	Sam Labs Ltd.
00461	Chengdu Synwing Technology Ltd
00462	HOUWA SYSTEM DESIGN, k.k.
00463	BSH
00464	Primus Inter Pares Ltd
00465	August Home, Inc
00466	Gill Electronics
00467	Sky Wave Design
00468	Newlab S.r.l.
00469	ELAD srl
00470	G-wearables inc.
00472	Code Corporation
00473	Savant Systems LLC
00474	Logitech International SA
00475	Innblue Consulting
00477	Koninklijke Philips N.V.
00478	Minelab Electronics Pty Limited
00479	Bison Group Ltd.
00480	Widex A/S
00481	Jolla Ltd
00483	Caterpillar Inc
00484	Freedom Innovations
00485	Dynamic Devices Ltd
00486	Technology Solutions (UK) Ltd
00490	Advanced Application Design, Inc.
00492	Spreadtrum Communications Shanghai Ltd
00494	Valeo Service
00495	Fullpower Technologies, Inc.
00496	KloudNation
00497	Zebra Technologies Corporation
00498	Itron, Inc.
00499	The University of Tokyo
00500	UTC Fire and Security
00501	Cool Webthings Limited
00502	DJO Global
00503	Gelliner Limited
00504	Anyka (Guangzhou) Microelectronics Technology Co, LTD
00505	Medtronic Inc.
00506	Gozio Inc.
00507	Form Lifting, LLC
00508	Wahoo Fitness, LLC
00509	Kontakt Micro-Location Sp. z o.o.
00510	Radio Systems Corporation
00511	Freescale Semiconductor, Inc.
00512	Verifone Systems Pte Ltd. Taiwan Branch
00513	AR Timing
00514	Rigado LLC
00515	Kemppi Oy
00518	Otter Products, LLC
00519	STEMP Inc.
00520	LumiGeek LLC
00521	InvisionHeart Inc.
00522	Macnica Inc.
00523	Jaguar Land Rover Limited
00524	CoroWare Technologies, Inc
00526	Omron Healthcare Co., LTD
00527	Comodule GMBH
00528	ikeGPS
00529	Telink Semiconductor Co. Ltd
00530	Interplan Co., Ltd
00531	Wyler AG
00532	IK Multimedia Production srl
00533	Lukoton Experience Oy
00534	MTI Ltd
00535	Tech4home, Lda
00537	DOTT Limited
00538	Blue Speck Labs, LLC
00539	Cisco Systems, Inc
00540	Mobicomm Inc
00541	Edamic
00542	Goodnet, Ltd
00543	Luster Leaf Products Inc
00544	Manus Machina BV
00545	Mobiquity Networks Inc
00546	Praxis Dynamics
00547	Philip Morris Products S.A.
00548	Comarch SA
00549	Nestlé Nespresso S.A.
00550	Merlinia A/S
00551	LifeBEAM Technologies
00552	Twocanoes Labs, LLC
00553	Muoverti Limited
00554	Stamer Musikanlagen GMBH
00555	Tesla, Inc.
00556	Pharynks Corporation
00557	Lupine
00558	Siemens AG
00560	Foster Electric Company, Ltd
00561	ETA SA
00562	x-Senso Solutions Kft
00564	FengFan (BeiJing) Technology Co, Ltd
00565	Qrio Inc
00566	Pitpatpet Ltd
00567	MSHeli s.r.l.
00568	Trakm8 Ltd
00569	JIN CO, Ltd
00570	Alatech Tehnology
00571	Beijing CarePulse Electronic Technology Co, Ltd
00573	ViCentra B.V.
00574	Raven Industries
00575	WaveWare Technologies Inc.
00576	Argenox Technologies
00577	Bragi GmbH
00579	Masimo Corp
00580	Iotera Inc
00581	Endress+Hauser
00582	ACKme Networks, Inc.
00583	FiftyThree Inc.
00584	Parker Hannifin Corp
00586	Uwatec AG
00587	Orlan LLC
00588	Blue Clover Devices
00589	M-Way Solutions GmbH
00590	Microtronics Engineering GmbH
00591	Schneider Schreibgeräte GmbH
00592	Sapphire Circuits LLC
00593	Lumo Bodytech Inc.
00594	Restar Corporation
00595	Xicato Inc.
00596	Playbrush
00597	Dai Nippon Printing Co., Ltd.
00598	G24 Power Limited
00599	AdBabble Local Commerce Inc.
00600	Devialet SA
00601	ALTYOR
00602	University of Applied Sciences Valais/Haute Ecole Valaisanne
00603	Five Interactive, LLC dba Zendo
00604	NetEase（Hangzhou）Network co.Ltd.
00605	Lexmark International Inc.
00606	Fluke Corporation
00607	Yardarm Technologies
00609	SECVRE GmbH
00610	Glacial Ridge Technologies
00612	DDS, Inc.
00613	SMK Corporation
00614	Schawbel Technologies LLC
00615	XMI Systems SA
00616	Cerevo
00617	Torrox GmbH & Co KG
00618	Gemalto
00619	DEKA Research & Development Corp.
00620	Domster Tadeusz Szydlowski
00621	Technogym SPA
00622	FLEURBAEY BVBA
00623	Aptcode Solutions
00624	LSI ADL Technology
00625	Animas Corp
00626	Alps Alpine Co., Ltd.
00627	OCEASOFT
00628	Motsai Research
00629	Geotab
00630	E.G.O. Elektro-Geraetebau GmbH
00631	bewhere inc
00632	Johnson Outdoors Inc
00633	steute Schaltgerate GmbH & Co. KG
00634	Ekomini inc.
00635	DEFA AS
00636	Aseptika Ltd
00637	HUAWEI Technologies Co., Ltd.
00638	HabitAware, LLC
00639	ruwido austria gmbh
00640	ITEC corporation
00641	StoneL
00642	Sonova AG
00643	Maven Machines, Inc.
00644	Synapse Electronics
00645	WOWTech Canada Ltd.
00646	RF Code, Inc.
00647	Wally Ventures S.L.
00649	SK Telecom
00650	Jetro AS
00651	Code Gears LTD
00652	NANOLINK APS
00654	RF Digital Corp
00655	Church & Dwight Co., Inc
00656	Multibit Oy
00657	CliniCloud Inc
00659	Blue Bite
00660	ELIAS GmbH
00661	Sivantos GmbH
00662	Petzl
00663	storm power ltd
00664	EISST Ltd
00665	Inexess Technology Simma KG
00666	Currant, Inc.
00667	C2 Development, Inc.
00668	Blue Sky Scientific, LLC
00669	ALOTTAZS LABS, LLC
00670	Kupson spol. s r.o.
00671	Areus Engineering GmbH
00672	Impossible Camera GmbH
00674	Sera4 Ltd.
00675	Itude
00676	Pacific Lock Company
00677	Tendyron Corporation
00678	Robert Bosch GmbH
00679	Illuxtron international B.V.
00680	miSport Ltd.
00681	Chargelib
00682	Doppler Lab
00683	BBPOS Limited
00685	Rx Networks, Inc.
00686	WeatherFlow, Inc.
00687	Technicolor USA Inc.
00688	Bestechnic(Shanghai),Ltd
00689	Raden Inc
00690	Oura Health Oy
00691	CLABER S.P.A.
00692	Hyginex, Inc.
00693	HANSHIN ELECTRIC RAILWAY CO.,LTD.
00694	Schneider Electric
00695	Oort Technologies LLC
00696	Chrono Therapeutics
00697	Rinnai Corporation
00698	Swissprime Technologies AG
00699	YOKOWO CO., LTD.
00700	Genevac Ltd
00701	Chemtronics
00702	Seguro Technology Sp. z o.o.
00704	Dash Robotics
00705	LINE Corporation
00706	Guillemot Corporation
00707	Techtronic Power Tools Technology Limited
00708	Wilson Sporting Goods
00709	Lenovo (Singapore) Pte Ltd.
00710	Ayatan Sensors
00711	Electronics Tomorrow Limited
00712	OneSpan
00713	PayRange Inc.
00714	ABOV Semiconductor
00715	AINA-Wireless Inc.
00717	BMA ergonomics b.v.
00718	Teva Branded Pharmaceutical Products R&D, Inc.
00719	Anima
00720	3M
00721	Empatica Srl
00722	Afero, Inc.
00723	Powercast Corporation
00724	Secuyou ApS
00725	OMRON Corporation
00726	Send Solutions
00727	NIPPON SYSTEMWARE CO.,LTD.
00728	Neosfar
00729	Fliegl Agrartechnik GmbH
00730	Gilvader
00731	Digi International Inc (R)
00732	DeWalch Technologies, Inc.
00733	Flint Rehabilitation Devices, LLC
00734	Samsung SDS Co., Ltd.
00735	Blur Product Development
00736	University of Michigan
00737	Victron Energy BV
00738	NTT docomo
00739	Carmanah Technologies Corp.
00740	Bytestorm Ltd.
00741	Espressif Systems (Shanghai) Co., Ltd.
00742	Unwire
00743	Connected Yard, Inc.
00744	American Music Environments
00745	Sensogram Technologies, Inc.
00746	Fujitsu Limited
00747	Ardic Technology
00749	HTC Corporation
00750	Citizen Holdings Co., Ltd.
00751	SMART-INNOVATION.inc
00752	Blackrat Software
00753	The Idea Cave, LLC
00754	GoPro, Inc.
00755	AuthAir, Inc
00756	Vensi, Inc.
00757	Indagem Tech LLC
00758	Intemo Technologies
00760	Runteq Oy Ltd
00761	IMAGINATION TECHNOLOGIES LTD
00763	Clarius Mobile Health Corp.
00764	Shanghai Frequen Microelectronics Co., Ltd.
00766	Lierda Science & Technology Group Co., Ltd.
00767	Silicon Laboratories
00768	World Moto Inc.
00769	Giatec Scientific Inc.
00770	Loop Devices, Inc
00771	IACA electronique
00772	Oura Health Ltd
00773	Swipp ApS
00774	Life Laboratory Inc.
00775	FUJI INDUSTRIAL CO.,LTD.
00776	Surefire, LLC
00777	Dolby Labs
00778	Ellisys
00779	Magnitude Lighting Converters
00780	Hilti AG
00781	Devdata S.r.l.
00783	Shortcut Labs
00784	SGL Italia S.r.l.
00785	PEEQ DATA
00786	Ducere Technologies Pvt Ltd
00787	DiveNav, Inc.
00788	RIIG AI Sp. z o.o.
00789	Thermo Fisher Scientific
00790	AG Measurematics Pvt. Ltd.
00791	CHUO Electronics CO., LTD.
00792	Aspenta International
00793	Eugster Frismag AG
00794	Wurth Elektronik eiSos GmbH & Co. KG
00795	HQ Inc
00796	Lab Sensor Solutions
00797	Enterlab ApS
00798	Eyefi, Inc.
00799	MetaSystem S.p.A.
00800	SONO ELECTRONICS. CO., LTD
00803	Rotor Bike Components
00804	Astro, Inc.
00806	Healthwear Technologies (Changzhou)Ltd
00807	Essex Electronics
00808	Grundfos A/S
00809	Eargo, Inc.
00810	Electronic Design Lab
00811	ESYLUX
00812	NIPPON SMT.CO.,Ltd
00813	BM innovations GmbH
00814	indoormap
00815	OttoQ Inc
00816	North Pole Engineering
00817	3flares Technologies Inc.
00819	Mul-T-Lock
00820	Airthings ASA
00821	Enlighted Inc
00822	GISTIC
00823	AJP2 Holdings, LLC
00824	COBI GmbH
00825	Blue Sky Scientific, LLC
00826	Appception, Inc.
00827	Courtney Thorne Limited
00829	TPV Technology Limited
00830	Monitra SA
00831	Automation Components, Inc.
00833	Etesian Technologies LLC
00834	GERTEC BRASIL LTDA.
00835	Drekker Development Pty. Ltd.
00836	Whirl Inc
00837	Locus Positioning
00838	Acuity Brands Lighting, Inc
00839	Prevent Biometrics
00841	VersaMe
00843	Libratone A/S
00844	HM Electronics, Inc.
00845	TASER International, Inc.
00847	Heartland Payment Systems
00848	Bitstrata Systems Inc.
00849	Pieps GmbH
00850	iRiding(Xiamen)Technology Co.,Ltd.
00851	Alpha Audiotronics, Inc.
00852	TOPPAN, Inc.
00853	Sigma Designs, Inc.
00854	Spectrum Brands, Inc.
00855	Polymap Wireless
00856	MagniWare Ltd.
00857	Novotec Medical GmbH
00858	Phillips-Medisize A/S
00859	Matrix Inc.
00860	Eaton Corporation
00861	KYS
00862	Naya Health, Inc.
00863	Acromag
00864	Insulet Corporation
00865	Wellinks Inc.
00866	ON Semiconductor
00867	FREELAP SA
00868	Favero Electronics Srl
00869	BioMech Sensor LLC
00870	BOLTT Sports technologies Private limited
00872	Metormote AB
00873	littleBits
00874	SetPoint Medical
00875	BRControls Products BV
00876	Zipcar
00877	AirBolt Pty Ltd
00878	MOTIVE TECHNOLOGIES, INC.
00879	Motiv, Inc.
00880	Wazombi Labs OÜ
00882	Nixie Labs, Inc.
00883	AppNearMe Ltd
00884	Holman Industries
00885	Expain AS
00886	Electronic Temperature Instruments Ltd
00887	Plejd AB
00888	Propeller Health
00889	Shenzhen iMCO Electronic Technology Co.,Ltd
00890	Algoria
00891	Apption Labs Inc.
00892	Cronologics Corporation
00893	MICRODIA Ltd.
00894	lulabytes S.L.
00895	Société des Produits Nestlé S.A.
00896	LLC "MEGA-F service"
00897	Sharp Corporation
00898	Precision Outcomes Ltd
00899	Kronos Incorporated
00901	Embedded Electronic Solutions Ltd. dba e2Solutions
00902	Aterica Inc.
00903	BluStor PMC, Inc.
00904	Kapsch TrafficCom AB
00905	ActiveBlu Corporation
00906	Kohler Mira Limited
00907	Noke
00908	Appion Inc.
00909	Resmed Ltd
00910	Crownstone B.V.
00911	Xiaomi Inc.
00912	INFOTECH s.r.o.
00913	Thingsquare AB
00914	T&D
00915	LAVAZZA S.p.A.
00917	SDATAWAY
00918	BLOKS GmbH
00919	LEGO System A/S
00920	Thetatronics Ltd
00921	Nikon Corporation
00922	NeST
00923	South Silicon Valley Microelectronics
00924	ALE International
00925	CareView Communications, Inc.
00926	SchoolBoard Limited
00927	Molex Corporation
00928	IVT Wireless Limited
00929	Alpine Labs LLC
00930	Candura Instruments
00931	SmartMovt Technology Co., Ltd
00932	Token Zero Ltd
00933	ACE CAD Enterprise Co., Ltd. (ACECAD)
00934	Medela, Inc
00935	AeroScout
00936	Esrille Inc.
00938	Exon Sp. z o.o.
00939	Meizu Technology Co., Ltd.
00941	XiQ
00942	Allswell Inc.
00943	Comm-N-Sense Corp DBA Verigo
00944	VIBRADORM GmbH
00945	Otodata Wireless Network Inc.
00946	Propagation Systems Limited
00947	Midwest Instruments & Controls
00948	Alpha Nodus, inc.
00949	petPOMM, Inc
00950	Mattel
00951	Airbly Inc.
00952	A-Safe Limited
00953	FREDERIQUE CONSTANT SA
00954	Maxscend Microelectronics Company Limited
00955	Abbott
00956	ASB Bank Ltd
00957	amadas
00958	Applied Science, Inc.
00959	iLumi Solutions Inc.
00960	Arch Systems Inc.
00961	Ember Technologies, Inc.
00962	Snapchat Inc
00963	Casambi Technologies Oy
00964	Pico Technology Inc.
00965	St. Jude Medical, Inc.
00966	Intricon
00967	Structural Health Systems, Inc.
00968	Avvel International
00969	Gallagher Group
00970	In2things Automation Pvt. Ltd.
00971	SYSDEV Srl
00972	Vonkil Technologies Ltd
00973	Wynd Technologies, Inc.
00974	CONTRINEX S.A.
00975	MIRA, Inc.
00976	Watteam Ltd
00977	Density Inc.
00978	IOT Pot India Private Limited
00979	Sigma Connectivity AB
00980	PEG PEREGO SPA
00981	Wyzelink Systems Inc.
00982	Yota Devices LTD
00983	FINSECUR
00984	Zen-Me Labs Ltd
00985	3IWare Co., Ltd.
00986	EnOcean GmbH
00987	Instabeat, Inc
00988	Nima Labs
00989	Andreas Stihl AG & Co. KG
00990	Nathan Rhoades LLC
00991	Grob Technologies, LLC
00992	Actions Technology Co.,Ltd
00993	SPD Development Company Ltd
00994	Sensoan Oy
00995	Qualcomm Life Inc
00996	Chip-ing AG
00997	ffly4u
00998	IoT Instruments Oy
00999	TRUE Fitness Technology
01001	SHENZHEN LEMONJOY TECHNOLOGY CO., LTD.
01002	Hello Inc.
01003	Ozo Edu, Inc.
01004	Jigowatts Inc.
01005	BASIC MICRO.COM,INC.
01006	CUBE TECHNOLOGIES
01008	CLINK
01009	Hestan Smart Cooking Inc.
01010	WindowMaster A/S
01012	PAL Technologies Ltd
01013	WHERE, Inc.
01014	Iton Technology Corp.
01015	Owl Labs Inc.
01016	Rockford Corp.
01017	Becon Technologies Co.,Ltd.
01018	Vyassoft Technologies Inc
01019	Nox Medical
01020	Kimberly-Clark
01021	Trimble Inc.
01022	Littelfuse
01023	Withings
01024	i-developer IT Beratung UG
01025	Relations Inc.
01026	Sears Holdings Corporation
01027	Gantner Electronic GmbH
01028	Authomate Inc
01029	Vertex International, Inc.
01031	Swiss Audio SA
01032	ToGetHome Inc.
01034	ZF OPENMATICS s.r.o.
01035	Jana Care Inc.
01037	NorthStar Battery Company, LLC
01038	SKF (U.K.) Limited
01039	CO-AX Technology, Inc.
01040	Fender Musical Instruments
01041	Luidia Inc
01042	SEFAM
01043	Wireless Cables Inc
01046	SODA GmbH
01047	Fatigue Science
01049	Novalogy LTD
01050	Friday Labs Limited
01051	OrthoAccel Technologies
01052	WaterGuru, Inc.
01053	Benning Elektrotechnik und Elektronik GmbH & Co. KG
01054	Dell Computer Corporation
01055	Kopin Corporation
01056	TecBakery GmbH
01057	Backbone Labs, Inc.
01058	DELSEY SA
01059	Chargifi Limited
01060	Trainesense Ltd.
01061	Unify Software and Solutions GmbH & Co. KG
